,Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance,CallDuration,CallHourStart,CallMinStart
1696,1697,27,admin.,married,tertiary,0,2855,0,0,cellular,22,jul,2,178,4,success,2021-12-04 17:00:56,2021-12-04 17:03:14,1,138.0,17,0
2,3,29,management,single,tertiary,0,637,1,0,cellular,3,jun,1,119,1,failure,2021-12-04 16:30:24,2021-12-04 16:36:04,1,340.0,16,30
1108,1109,34,blue-collar,single,secondary,0,-96,1,0,,27,may,2,-1,0,,2021-12-04 10:18:26,2021-12-04 10:20:59,0,153.0,10,18
2119,2120,28,blue-collar,married,secondary,0,916,1,0,,28,may,1,-1,0,,2021-12-04 13:07:06,2021-12-04 13:10:32,0,206.0,13,7
3197,3198,32,blue-collar,married,secondary,0,1905,1,0,cellular,16,jul,2,-1,0,,2021-12-04 09:59:33,2021-12-04 10:11:22,1,709.0,9,59
205,206,45,technician,single,,0,7108,1,1,,30,may,3,-1,0,,2021-12-04 13:22:02,2021-12-04 13:42:14,0,1212.0,13,22
2432,2433,50,technician,divorced,secondary,0,-556,1,1,cellular,22,jul,2,-1,0,,2021-12-04 15:05:55,2021-12-04 15:10:25,0,270.0,15,5
3988,3989,78,retired,divorced,secondary,0,631,0,0,telephone,11,aug,1,-1,0,,2021-12-04 14:55:08,2021-12-04 14:56:43,0,95.0,14,55
301,302,35,management,married,tertiary,0,0,0,0,cellular,26,aug,2,-1,0,,2021-12-04 15:56:11,2021-12-04 16:03:27,0,436.0,15,56
3188,3189,59,retired,married,primary,0,363,0,0,cellular,30,apr,1,-1,0,,2021-12-04 09:40:58,2021-12-04 09:47:38,1,400.0,9,40
162,163,60,retired,married,secondary,0,208,0,0,cellular,20,aug,4,-1,0,,2021-12-04 09:16:18,2021-12-04 09:17:28,0,70.0,9,16
3322,3323,34,blue-collar,single,tertiary,0,42,0,0,cellular,5,aug,1,-1,0,,2021-12-04 13:15:19,2021-12-04 13:20:16,0,297.0,13,15
739,740,36,technician,divorced,secondary,0,-435,1,0,,2,jun,8,-1,0,,2021-12-04 15:42:44,2021-12-04 15:44:09,0,85.0,15,42
499,500,31,technician,single,secondary,0,846,0,0,cellular,26,may,3,205,2,failure,2021-12-04 12:23:41,2021-12-04 12:30:26,1,405.0,12,23
3795,3796,44,blue-collar,married,secondary,0,647,1,0,cellular,6,apr,2,-1,0,,2021-12-04 16:01:45,2021-12-04 16:06:21,0,276.0,16,1
2747,2748,53,technician,divorced,secondary,0,1301,1,0,,29,may,1,-1,0,,2021-12-04 17:36:25,2021-12-04 17:37:55,0,90.0,17,36
918,919,49,technician,divorced,tertiary,0,596,1,0,telephone,15,sep,1,-1,0,,2021-12-04 15:52:40,2021-12-04 16:04:42,1,722.0,15,52
632,633,52,management,married,tertiary,0,-970,1,0,cellular,4,feb,1,-1,0,,2021-12-04 17:08:19,2021-12-04 17:16:28,1,489.00000000000006,17,8
1257,1258,32,management,single,tertiary,0,2613,0,0,cellular,4,may,2,-1,0,,2021-12-04 11:18:54,2021-12-04 11:27:34,0,520.0,11,18
3285,3286,44,self-employed,single,tertiary,0,1367,1,0,cellular,13,apr,3,146,1,other,2021-12-04 15:28:20,2021-12-04 15:48:52,1,1232.0,15,28
231,232,33,technician,married,secondary,0,218,1,1,cellular,10,aug,1,161,4,failure,2021-12-04 15:57:04,2021-12-04 15:59:46,0,162.0,15,57
1198,1199,31,management,married,tertiary,0,917,1,0,cellular,27,aug,9,-1,0,,2021-12-04 15:33:48,2021-12-04 15:35:28,0,100.0,15,33
1413,1414,47,services,married,primary,0,6,0,0,cellular,27,aug,4,-1,0,,2021-12-04 09:56:04,2021-12-04 09:57:07,0,63.00000000000001,9,56
3416,3417,47,management,married,tertiary,0,288,0,0,cellular,1,oct,1,-1,0,,2021-12-04 15:16:11,2021-12-04 15:17:52,1,101.0,15,16
2388,2389,61,technician,married,tertiary,0,1263,0,0,telephone,18,feb,4,-1,0,,2021-12-04 16:05:42,2021-12-04 16:08:38,0,176.0,16,5
1184,1185,37,unemployed,married,secondary,0,4769,0,0,cellular,29,jan,1,-1,0,,2021-12-04 12:39:36,2021-12-04 12:41:40,0,124.00000000000001,12,39
361,362,27,student,single,secondary,0,3,0,0,cellular,28,jan,1,-1,0,,2021-12-04 14:15:28,2021-12-04 14:17:39,0,131.0,14,15
1594,1595,29,technician,single,secondary,0,590,0,0,cellular,25,may,1,-1,0,,2021-12-04 14:41:55,2021-12-04 14:43:59,1,124.00000000000001,14,41
3232,3233,33,blue-collar,married,secondary,0,687,1,0,cellular,14,may,2,370,1,failure,2021-12-04 17:51:13,2021-12-04 17:52:25,0,72.0,17,51
3326,3327,63,retired,married,secondary,0,2747,0,0,cellular,11,sep,1,80,1,failure,2021-12-04 13:37:20,2021-12-04 13:39:13,0,113.0,13,37
2605,2606,44,blue-collar,divorced,primary,0,75,1,0,cellular,16,apr,1,281,1,failure,2021-12-04 10:47:32,2021-12-04 10:57:46,0,614.0,10,47
1214,1215,36,management,married,tertiary,0,255,0,0,cellular,25,aug,6,95,4,success,2021-12-04 13:42:45,2021-12-04 13:46:47,1,242.00000000000003,13,42
508,509,43,management,married,tertiary,0,1429,1,0,cellular,7,may,1,169,3,success,2021-12-04 10:04:09,2021-12-04 10:21:19,1,1030.0,10,4
530,531,34,services,single,secondary,0,2257,0,1,telephone,30,jan,2,-1,0,,2021-12-04 17:06:26,2021-12-04 17:15:54,0,568.0,17,6
1362,1363,56,blue-collar,single,secondary,0,663,0,1,cellular,8,jul,3,-1,0,,2021-12-04 09:17:08,2021-12-04 09:30:47,1,819.0,9,17
2531,2532,33,technician,single,tertiary,0,258,0,0,cellular,12,mar,4,-1,0,,2021-12-04 12:50:16,2021-12-04 12:51:36,1,80.0,12,50
3100,3101,76,retired,married,tertiary,0,2991,0,0,cellular,22,oct,1,183,1,success,2021-12-04 12:15:43,2021-12-04 12:21:27,1,344.0,12,15
2335,2336,42,admin.,divorced,secondary,0,936,0,0,cellular,30,jan,1,-1,0,,2021-12-04 09:37:34,2021-12-04 09:53:05,1,931.0000000000001,9,37
264,265,32,entrepreneur,married,tertiary,0,762,0,0,cellular,19,jul,11,-1,0,,2021-12-04 09:40:42,2021-12-04 09:43:49,1,187.0,9,40
2379,2380,34,student,single,,0,1011,0,0,cellular,1,jun,1,-1,0,,2021-12-04 16:30:02,2021-12-04 16:34:15,1,253.00000000000003,16,30
3936,3937,36,blue-collar,married,,0,79,1,0,,19,may,14,-1,0,,2021-12-04 09:56:35,2021-12-04 09:59:56,0,201.0,9,56
3336,3337,31,services,single,secondary,0,605,1,0,,28,may,1,-1,0,,2021-12-04 10:35:05,2021-12-04 10:38:47,0,222.0,10,35
2974,2975,47,management,single,tertiary,0,324,0,1,cellular,6,aug,1,-1,0,,2021-12-04 17:49:20,2021-12-04 17:50:32,0,72.0,17,49
2308,2309,50,blue-collar,married,primary,0,-522,1,0,cellular,13,may,3,-1,0,,2021-12-04 11:38:10,2021-12-04 11:52:33,1,863.0,11,38
3272,3273,40,unemployed,divorced,secondary,0,1694,0,0,cellular,12,aug,6,-1,0,,2021-12-04 10:41:57,2021-12-04 10:49:50,1,473.00000000000006,10,41
3248,3249,50,management,divorced,secondary,0,458,0,0,cellular,3,feb,3,-1,0,,2021-12-04 16:00:48,2021-12-04 16:03:52,0,184.0,16,0
2276,2277,59,services,single,secondary,0,0,0,0,cellular,22,may,1,-1,0,,2021-12-04 17:50:16,2021-12-04 17:55:36,0,320.0,17,50
1986,1987,54,services,divorced,secondary,0,0,0,0,cellular,1,jun,1,81,2,success,2021-12-04 17:08:29,2021-12-04 17:11:23,1,174.0,17,8
2187,2188,27,services,single,secondary,0,339,0,0,cellular,4,jun,1,-1,0,,2021-12-04 16:07:31,2021-12-04 16:10:33,1,182.0,16,7
2487,2488,31,technician,single,secondary,0,198,0,0,cellular,30,jan,4,-1,0,,2021-12-04 17:49:54,2021-12-04 17:56:00,0,366.0,17,49
179,180,60,retired,married,tertiary,0,108,0,0,cellular,26,aug,1,-1,0,,2021-12-04 11:56:00,2021-12-04 12:06:24,1,624.0,11,56
538,539,59,unemployed,single,primary,0,7724,0,0,cellular,21,nov,3,-1,0,,2021-12-04 09:26:05,2021-12-04 09:32:18,1,373.0,9,26
3345,3346,51,admin.,married,secondary,0,531,1,0,,5,may,2,-1,0,,2021-12-04 11:12:20,2021-12-04 11:16:47,0,267.0,11,12
602,603,65,retired,married,tertiary,0,2416,0,0,cellular,17,feb,2,-1,0,,2021-12-04 17:01:56,2021-12-04 17:05:37,1,221.0,17,1
2668,2669,45,self-employed,divorced,tertiary,0,963,1,0,cellular,12,may,5,-1,0,,2021-12-04 09:46:55,2021-12-04 09:55:43,1,528.0,9,46
3299,3300,30,services,married,secondary,0,5,0,1,cellular,10,jul,5,-1,0,,2021-12-04 17:40:03,2021-12-04 17:53:52,1,829.0,17,40
3616,3617,43,blue-collar,married,secondary,0,1335,1,0,,6,may,2,-1,0,,2021-12-04 17:33:04,2021-12-04 17:39:15,0,371.0,17,33
3229,3230,59,retired,married,primary,0,-182,0,1,cellular,25,jul,1,-1,0,,2021-12-04 11:16:00,2021-12-04 11:18:33,0,153.0,11,16
2849,2850,27,services,single,secondary,0,167,0,1,cellular,8,jul,2,-1,0,,2021-12-04 17:43:42,2021-12-04 17:53:48,0,606.0,17,43
3668,3669,44,technician,divorced,secondary,0,14,0,0,cellular,13,nov,1,92,1,success,2021-12-04 14:02:44,2021-12-04 14:05:31,1,167.0,14,2
1873,1874,52,services,married,secondary,0,659,0,0,cellular,28,jan,4,93,1,success,2021-12-04 14:18:58,2021-12-04 14:25:28,1,390.0,14,18
3046,3047,52,unemployed,divorced,secondary,0,230,0,0,cellular,24,dec,2,-1,0,,2021-12-04 12:58:24,2021-12-04 13:05:26,1,422.0,12,58
2372,2373,39,services,single,secondary,0,158,1,0,cellular,21,nov,1,168,2,failure,2021-12-04 15:32:05,2021-12-04 15:35:08,0,183.0,15,32
2087,2088,31,technician,married,secondary,0,1032,1,0,,26,may,6,-1,0,,2021-12-04 10:33:44,2021-12-04 10:34:54,0,70.0,10,33
2572,2573,39,blue-collar,married,secondary,0,261,0,0,cellular,4,may,4,-1,0,,2021-12-04 11:42:46,2021-12-04 11:56:47,1,841.0,11,42
398,399,34,blue-collar,divorced,secondary,0,882,0,1,telephone,20,oct,1,-1,0,,2021-12-04 17:32:48,2021-12-04 17:33:12,0,24.0,17,32
1406,1407,47,blue-collar,married,tertiary,0,1707,0,0,cellular,27,aug,7,-1,0,,2021-12-04 10:29:13,2021-12-04 10:30:24,0,71.0,10,29
247,248,48,management,divorced,tertiary,0,-547,0,0,cellular,21,nov,2,-1,0,,2021-12-04 11:33:59,2021-12-04 11:38:34,0,275.0,11,33
2862,2863,46,housemaid,married,primary,0,3512,0,0,cellular,30,oct,1,197,1,failure,2021-12-04 14:54:20,2021-12-04 14:57:15,1,175.0,14,54
3796,3797,34,management,married,tertiary,0,176,0,0,cellular,18,aug,4,-1,0,,2021-12-04 14:16:10,2021-12-04 14:17:11,0,61.00000000000001,14,16
456,457,30,blue-collar,single,secondary,0,799,0,0,,13,jun,1,-1,0,,2021-12-04 12:19:25,2021-12-04 12:30:39,1,674.0,12,19
1740,1741,48,management,divorced,tertiary,0,313,0,0,cellular,8,may,1,-1,0,,2021-12-04 12:01:30,2021-12-04 12:04:58,0,208.0,12,1
2930,2931,26,blue-collar,single,secondary,0,191,1,0,cellular,6,may,1,-1,0,,2021-12-04 16:53:02,2021-12-04 17:02:12,1,550.0,16,53
1582,1583,43,unemployed,divorced,secondary,0,1854,0,0,cellular,30,apr,1,-1,0,,2021-12-04 16:35:38,2021-12-04 16:41:01,1,323.0,16,35
3769,3770,22,student,single,tertiary,0,691,0,0,cellular,30,nov,5,103,1,success,2021-12-04 17:05:21,2021-12-04 17:09:41,1,260.0,17,5
3581,3582,43,management,single,tertiary,0,0,0,0,cellular,30,jun,2,296,1,failure,2021-12-04 16:08:12,2021-12-04 16:12:47,1,275.0,16,8
917,918,56,housemaid,married,,0,1780,0,0,cellular,11,aug,2,-1,0,,2021-12-04 16:59:57,2021-12-04 17:01:48,0,111.0,16,59
2398,2399,59,retired,married,secondary,1,49,0,1,,1,jul,4,-1,0,,2021-12-04 13:32:09,2021-12-04 13:42:11,0,602.0,13,32
3115,3116,34,blue-collar,married,primary,0,-1,1,0,cellular,18,may,6,355,1,other,2021-12-04 16:38:47,2021-12-04 16:56:24,1,1057.0,16,38
3662,3663,38,services,divorced,secondary,0,-345,1,0,,28,may,2,-1,0,,2021-12-04 17:45:46,2021-12-04 17:48:43,0,177.0,17,45
1106,1107,58,unemployed,married,secondary,0,1625,0,0,cellular,5,feb,2,-1,0,,2021-12-04 15:06:40,2021-12-04 15:11:26,1,286.0,15,6
3359,3360,42,entrepreneur,married,tertiary,0,157,1,1,,7,may,1,-1,0,,2021-12-04 11:14:28,2021-12-04 11:25:18,0,650.0,11,14
546,547,35,services,married,secondary,0,8412,0,0,,9,jun,4,-1,0,,2021-12-04 12:23:57,2021-12-04 12:31:56,0,479.00000000000006,12,23
169,170,57,technician,married,secondary,0,253,0,1,,3,jul,3,-1,0,,2021-12-04 16:38:41,2021-12-04 16:42:31,0,230.00000000000003,16,38
924,925,38,blue-collar,married,primary,0,3289,0,0,cellular,20,nov,2,164,2,failure,2021-12-04 13:05:50,2021-12-04 13:11:30,0,340.0,13,5
3576,3577,43,retired,married,secondary,0,860,0,0,telephone,30,oct,1,-1,0,,2021-12-04 10:41:42,2021-12-04 10:43:54,1,132.0,10,41
3815,3816,29,technician,married,secondary,0,0,1,0,cellular,28,jul,6,-1,0,,2021-12-04 13:51:04,2021-12-04 13:52:27,0,83.0,13,51
2072,2073,58,management,married,tertiary,0,230,1,0,telephone,30,jul,10,-1,0,,2021-12-04 17:24:38,2021-12-04 17:30:17,0,339.0,17,24
3420,3421,30,blue-collar,single,primary,0,0,0,0,cellular,15,jul,3,-1,0,,2021-12-04 14:39:40,2021-12-04 14:51:36,1,716.0,14,39
569,570,59,entrepreneur,married,tertiary,0,-23,0,1,cellular,20,aug,7,-1,0,,2021-12-04 12:14:52,2021-12-04 12:18:07,0,195.0,12,14
3191,3192,34,admin.,married,tertiary,0,899,1,0,,12,nov,1,170,3,failure,2021-12-04 13:11:13,2021-12-04 13:13:07,1,114.0,13,11
3201,3202,42,technician,married,secondary,0,2152,0,0,cellular,30,mar,2,181,2,failure,2021-12-04 11:16:12,2021-12-04 11:22:13,0,361.0,11,16
3595,3596,34,technician,married,secondary,0,1,0,1,,25,jun,1,-1,0,,2021-12-04 17:28:14,2021-12-04 17:29:07,0,53.0,17,28
1542,1543,22,technician,single,secondary,0,54,1,1,,8,may,6,-1,0,,2021-12-04 10:16:33,2021-12-04 10:26:59,0,626.0,10,16
320,321,33,services,married,secondary,0,386,0,0,cellular,12,nov,1,92,4,failure,2021-12-04 15:17:15,2021-12-04 15:21:28,1,253.00000000000003,15,17
2783,2784,32,technician,married,secondary,0,1840,1,0,cellular,25,aug,13,-1,0,,2021-12-04 16:16:24,2021-12-04 16:18:03,0,99.0,16,16
3584,3585,39,admin.,married,tertiary,0,722,0,0,telephone,23,apr,1,-1,0,,2021-12-04 12:46:11,2021-12-04 12:48:32,0,141.0,12,46
818,819,39,technician,single,secondary,0,15,1,0,cellular,30,apr,1,-1,0,,2021-12-04 13:23:53,2021-12-04 13:32:23,1,510.00000000000006,13,23
1000,1001,40,management,married,tertiary,0,226,1,0,cellular,12,may,2,-1,0,,2021-12-04 16:06:23,2021-12-04 16:10:45,0,262.0,16,6
1346,1347,77,retired,married,secondary,0,4112,0,0,telephone,26,jan,1,95,2,success,2021-12-04 17:04:16,2021-12-04 17:31:12,1,1616.0,17,4
2346,2347,38,services,single,tertiary,0,1222,1,0,,5,jun,2,-1,0,,2021-12-04 13:58:55,2021-12-04 14:02:52,0,237.00000000000003,13,58
3219,3220,27,management,single,tertiary,0,107,0,0,cellular,18,oct,3,-1,0,,2021-12-04 14:28:25,2021-12-04 14:41:12,1,767.0,14,28
3535,3536,53,technician,married,secondary,0,180,0,1,cellular,19,aug,2,-1,0,,2021-12-04 10:31:53,2021-12-04 10:32:51,0,58.00000000000001,10,31
483,484,38,management,divorced,tertiary,0,5455,1,0,,27,may,3,-1,0,,2021-12-04 09:43:33,2021-12-04 09:46:57,0,204.0,9,43
3637,3638,49,entrepreneur,married,tertiary,0,320,1,1,,19,may,6,-1,0,,2021-12-04 12:17:43,2021-12-04 12:21:46,0,243.00000000000003,12,17
2048,2049,41,technician,married,secondary,0,640,0,0,cellular,28,jul,6,-1,0,,2021-12-04 17:45:44,2021-12-04 17:48:33,0,169.0,17,45
955,956,32,management,married,tertiary,0,2349,0,0,cellular,14,aug,5,-1,0,,2021-12-04 12:43:41,2021-12-04 12:45:55,0,134.0,12,43
2676,2677,63,retired,married,secondary,0,708,0,0,cellular,17,nov,2,-1,0,,2021-12-04 12:26:02,2021-12-04 12:28:50,0,168.0,12,26
444,445,32,management,divorced,tertiary,0,948,0,0,cellular,12,aug,2,-1,0,,2021-12-04 14:03:33,2021-12-04 14:06:57,0,204.0,14,3
1447,1448,45,management,married,tertiary,0,876,0,0,,16,may,1,-1,0,,2021-12-04 10:28:32,2021-12-04 10:31:30,0,178.0,10,28
2364,2365,35,management,married,tertiary,0,0,0,0,cellular,22,may,1,-1,0,,2021-12-04 14:30:46,2021-12-04 14:32:24,0,98.0,14,30
3138,3139,28,housemaid,single,secondary,0,781,1,0,cellular,17,apr,1,-1,0,,2021-12-04 10:22:26,2021-12-04 10:23:18,0,52.0,10,22
2989,2990,31,services,married,secondary,0,413,1,0,,13,may,1,-1,0,,2021-12-04 12:28:32,2021-12-04 12:29:37,0,65.0,12,28
288,289,47,services,married,secondary,0,1160,1,0,cellular,3,feb,2,221,4,failure,2021-12-04 10:13:10,2021-12-04 10:15:07,0,117.00000000000001,10,13
1145,1146,30,entrepreneur,single,secondary,0,732,0,0,cellular,3,feb,4,-1,0,,2021-12-04 16:27:16,2021-12-04 16:50:40,1,1404.0,16,27
2833,2834,43,self-employed,married,secondary,0,0,1,0,cellular,8,may,1,-1,0,,2021-12-04 09:23:47,2021-12-04 09:25:58,0,131.0,9,23
1289,1290,40,management,married,tertiary,0,-117,1,0,cellular,17,jul,2,-1,0,,2021-12-04 17:45:28,2021-12-04 17:58:18,0,770.0,17,45
1731,1732,39,housemaid,married,primary,0,-44,1,0,,27,may,1,-1,0,,2021-12-04 14:39:05,2021-12-04 14:42:53,0,228.0,14,39
588,589,24,management,married,secondary,0,867,1,0,,20,jun,10,-1,0,,2021-12-04 16:35:37,2021-12-04 16:44:43,1,546.0,16,35
3171,3172,37,technician,married,secondary,0,4030,1,0,,26,may,5,-1,0,,2021-12-04 13:14:50,2021-12-04 13:17:48,0,178.0,13,14
2971,2972,43,technician,married,secondary,0,1358,0,0,cellular,10,mar,3,-1,0,,2021-12-04 15:09:33,2021-12-04 15:12:12,1,159.0,15,9
10,11,27,services,single,secondary,0,0,0,0,cellular,1,jun,1,-1,0,,2021-12-04 13:04:28,2021-12-04 13:07:29,0,181.0,13,4
138,139,33,blue-collar,single,primary,0,60,1,0,cellular,14,may,1,290,2,failure,2021-12-04 14:36:30,2021-12-04 14:37:44,0,74.0,14,36
1769,1770,33,services,married,secondary,0,1697,0,0,cellular,4,may,1,182,1,success,2021-12-04 09:32:08,2021-12-04 09:40:17,1,489.00000000000006,9,32
2106,2107,40,technician,single,tertiary,0,1646,1,0,cellular,4,may,2,91,3,success,2021-12-04 13:26:54,2021-12-04 13:33:26,1,392.0,13,26
671,672,50,admin.,divorced,,0,4204,0,0,,19,jun,2,-1,0,,2021-12-04 17:39:27,2021-12-04 17:45:02,0,335.0,17,39
3543,3544,57,retired,married,primary,0,5799,0,0,,17,jun,1,-1,0,,2021-12-04 15:21:34,2021-12-04 15:23:11,0,97.0,15,21
2699,2700,35,blue-collar,married,secondary,0,444,1,0,cellular,15,apr,3,-1,0,,2021-12-04 16:11:21,2021-12-04 16:15:25,0,244.00000000000003,16,11
1228,1229,30,management,married,secondary,0,503,1,0,cellular,2,feb,1,-1,0,,2021-12-04 11:17:00,2021-12-04 11:18:36,0,96.0,11,17
3726,3727,50,entrepreneur,married,tertiary,0,388,1,0,cellular,11,may,4,329,2,failure,2021-12-04 09:32:00,2021-12-04 09:36:18,0,258.0,9,32
786,787,37,admin.,divorced,secondary,0,3834,1,0,,21,may,1,-1,0,,2021-12-04 13:27:14,2021-12-04 13:28:26,0,72.0,13,27
1341,1342,29,technician,married,secondary,0,273,0,0,cellular,4,feb,2,-1,0,,2021-12-04 12:29:02,2021-12-04 13:15:17,1,2775.0,12,29
1978,1979,49,,single,tertiary,0,2226,0,0,,17,jun,3,-1,0,,2021-12-04 17:14:08,2021-12-04 17:16:26,0,138.0,17,14
1661,1662,36,management,single,tertiary,0,1804,0,0,cellular,7,may,1,366,1,other,2021-12-04 14:03:52,2021-12-04 14:06:42,0,170.0,14,3
2726,2727,30,student,single,tertiary,0,-679,1,0,,23,may,3,-1,0,,2021-12-04 15:21:37,2021-12-04 15:27:49,0,372.0,15,21
3559,3560,54,blue-collar,married,,0,6251,1,0,,29,may,3,-1,0,,2021-12-04 12:23:02,2021-12-04 12:30:03,0,421.0,12,23
1174,1175,47,admin.,married,secondary,0,407,1,0,,5,jun,12,-1,0,,2021-12-04 13:22:54,2021-12-04 13:24:01,0,67.0,13,22
3352,3353,37,entrepreneur,divorced,tertiary,0,66,0,0,cellular,18,nov,2,-1,0,,2021-12-04 17:33:27,2021-12-04 17:52:51,1,1164.0,17,33
746,747,51,blue-collar,married,primary,0,7098,0,0,cellular,6,aug,7,-1,0,,2021-12-04 13:10:06,2021-12-04 13:34:37,1,1471.0,13,10
2597,2598,42,blue-collar,married,secondary,0,179,1,0,cellular,17,nov,1,-1,0,,2021-12-04 14:43:38,2021-12-04 14:45:14,0,96.0,14,43
2867,2868,48,blue-collar,married,secondary,0,1730,1,0,cellular,10,aug,1,102,1,success,2021-12-04 11:56:17,2021-12-04 11:58:55,0,158.0,11,56
1336,1337,40,self-employed,single,tertiary,0,1616,0,0,telephone,28,jul,7,-1,0,,2021-12-04 09:03:54,2021-12-04 09:20:43,1,1009.0000000000001,9,3
3934,3935,35,blue-collar,single,secondary,0,907,1,1,,8,may,1,-1,0,,2021-12-04 11:34:30,2021-12-04 11:38:32,0,242.00000000000003,11,34
417,418,29,management,married,tertiary,0,0,1,0,cellular,6,may,2,-1,0,,2021-12-04 09:55:45,2021-12-04 10:06:52,1,667.0,9,55
3759,3760,55,housemaid,married,secondary,0,127,1,0,telephone,21,jul,8,-1,0,,2021-12-04 10:37:20,2021-12-04 10:56:10,1,1130.0,10,37
1119,1120,40,blue-collar,married,primary,0,-108,1,0,,19,jun,3,-1,0,,2021-12-04 14:35:35,2021-12-04 14:38:04,0,149.0,14,35
1252,1253,28,blue-collar,single,primary,0,2340,1,0,,19,jun,1,-1,0,,2021-12-04 09:19:29,2021-12-04 09:26:08,0,399.0,9,19
199,200,31,blue-collar,married,primary,0,290,1,0,cellular,15,may,1,291,3,failure,2021-12-04 12:06:11,2021-12-04 12:08:39,0,148.0,12,6
3537,3538,35,management,married,tertiary,0,43,1,0,cellular,20,apr,1,-1,0,,2021-12-04 14:18:35,2021-12-04 14:32:55,1,860.0,14,18
758,759,33,admin.,married,secondary,0,920,0,0,cellular,16,nov,1,95,2,failure,2021-12-04 09:54:41,2021-12-04 09:56:51,1,130.0,9,54
196,197,45,management,married,tertiary,0,1447,1,1,cellular,7,jul,2,-1,0,,2021-12-04 17:49:12,2021-12-04 17:56:53,0,461.00000000000006,17,49
1010,1011,26,entrepreneur,married,tertiary,1,144,0,1,cellular,25,jul,1,-1,0,,2021-12-04 12:33:07,2021-12-04 12:45:17,0,730.0,12,33
3611,3612,43,housemaid,married,primary,0,410,1,1,cellular,30,jul,2,-1,0,,2021-12-04 16:03:55,2021-12-04 16:04:45,0,50.0,16,3
1814,1815,43,management,married,tertiary,0,13015,1,0,cellular,21,nov,1,-1,0,,2021-12-04 12:52:40,2021-12-04 12:53:36,0,56.0,12,52
1098,1099,64,retired,married,secondary,0,2031,0,0,cellular,13,nov,5,-1,0,,2021-12-04 12:29:26,2021-12-04 12:32:48,0,202.0,12,29
3442,3443,37,technician,single,tertiary,0,-1,1,0,cellular,2,feb,2,200,7,other,2021-12-04 13:31:39,2021-12-04 13:35:22,0,223.0,13,31
1209,1210,46,technician,single,tertiary,0,628,0,0,cellular,20,nov,5,-1,0,,2021-12-04 11:18:46,2021-12-04 11:26:20,0,454.0,11,18
3593,3594,43,management,married,secondary,0,392,0,0,,17,jun,5,-1,0,,2021-12-04 09:09:10,2021-12-04 09:14:42,0,332.0,9,9
3292,3293,45,admin.,married,secondary,0,248,0,0,cellular,16,jul,2,-1,0,,2021-12-04 12:03:08,2021-12-04 12:06:40,0,212.0,12,3
2448,2449,27,admin.,married,tertiary,0,73,0,0,cellular,10,feb,1,-1,0,,2021-12-04 15:47:32,2021-12-04 15:50:11,1,159.0,15,47
194,195,33,management,single,tertiary,0,3143,0,0,cellular,29,jun,2,-1,0,,2021-12-04 16:01:11,2021-12-04 16:08:12,1,421.0,16,1
2101,2102,44,management,married,tertiary,0,2365,0,1,cellular,26,may,3,-1,0,,2021-12-04 17:00:41,2021-12-04 17:03:20,0,159.0,17,0
5,6,32,technician,single,tertiary,0,1625,0,0,cellular,22,may,1,109,1,failure,2021-12-04 14:58:08,2021-12-04 15:11:24,1,796.0,14,58
2776,2777,39,technician,divorced,secondary,0,385,0,0,cellular,13,oct,1,48,2,failure,2021-12-04 17:37:08,2021-12-04 17:41:10,1,242.00000000000003,17,37
2086,2087,36,blue-collar,single,secondary,0,111,1,0,cellular,6,may,3,-1,0,,2021-12-04 15:26:35,2021-12-04 15:29:29,0,174.0,15,26
2134,2135,29,blue-collar,married,primary,0,459,1,1,cellular,17,apr,3,318,1,failure,2021-12-04 15:40:12,2021-12-04 15:43:34,0,202.0,15,40
3763,3764,57,management,married,secondary,0,0,1,0,cellular,4,aug,1,-1,0,,2021-12-04 17:31:24,2021-12-04 17:34:01,0,157.0,17,31
1662,1663,29,entrepreneur,married,secondary,0,291,1,0,,2,jun,3,-1,0,,2021-12-04 11:23:42,2021-12-04 11:27:07,0,205.0,11,23
1272,1273,33,services,married,secondary,0,114,0,1,,3,jul,1,-1,0,,2021-12-04 14:49:03,2021-12-04 15:00:19,1,676.0,14,49
257,258,36,blue-collar,married,primary,0,711,1,0,,23,may,2,-1,0,,2021-12-04 09:15:22,2021-12-04 09:17:56,0,154.0,9,15
405,406,77,retired,married,,0,992,0,0,cellular,27,apr,2,182,2,failure,2021-12-04 13:29:41,2021-12-04 13:32:08,0,147.0,13,29
1382,1383,39,management,married,tertiary,0,2763,1,0,,2,jun,2,-1,0,,2021-12-04 11:38:28,2021-12-04 11:47:14,1,526.0,11,38
1576,1577,31,admin.,single,secondary,0,0,0,0,telephone,29,jan,3,-1,0,,2021-12-04 10:34:05,2021-12-04 10:42:53,0,528.0,10,34
675,676,43,management,married,tertiary,0,-271,1,1,telephone,14,may,1,-1,0,,2021-12-04 10:48:57,2021-12-04 10:50:58,0,121.00000000000001,10,48
